"annotation_id"	"annotator"	"created_at"	"id"	"lead_time"	"sentiment"	"text"	"updated_at"
126	"1"	"2025-10-08T09:27:30.169561Z"	1109	18.862	"Infrastruktur"	"Ijin melaporkan, di depan RS PKU Muhammadiyah trotoar yang seharusnya buat jalan kaki malah full rapet jipet dibangun warung buat dagang. Akibatnya : 1. Setiap hujan besar pasti banjir di jalan raya, masuk kedalam rumah saya jika sudah surut meninggalkan banyak sampah 2. Merusak fungsi sanitasi, banyak sampah menyumbat aliran air 3. Sering terjadi kecelakaan karena banyak anak pulang sekolah yg seharusnya jalan di trotoar jalannya turun di jalan raya. Hal ini tentu sangat membahayakan terutama bagi anak-anak SD. 4. Lingkungan terlihat kumuh. Termasuk rumah didepan rumah saya yang dibangun warung tanpa ijin. Mohon dengan sangat untuk ditindaklanjuti khususnya bagi Satpol PP. Terimakasih."	"2025-10-08T09:27:30.169561Z"

127	"1"	"2025-10-08T09:27:41.789902Z"	1110	9.309	"Pelayanan Publik"	"Lampu merah di sisi Utara perempatan Kedungmenjangan, untuk speaker iklan layanan masyarakat, hanya mengeluarkan bunyi noise. Hal ini sangat mengganggu bagi masyarakat di sekitarnya."	"2025-10-08T09:27:41.789902Z"

128	"1"	"2025-10-08T09:30:46.539266Z"	1111	183.298	"Pendidikan"	"Assalamualaikum selamat sore bpk/ibu saya Damar Abdul Dhani Pratama ingin bertanya, apakah ada lowongan magang bagi mahasiswa di lingkungan dinas. Berhubung sekarang sedang libur semester dan banyak teman - teman mahasiswa yang binggung harus melakukan apa. Terimakasih"	"2025-10-08T09:30:46.539266Z"

129	"1"	"2025-10-08T09:33:03.376985Z"	1112	135.426	"Infrastruktur"	"Lampu Jalan Perumahan Citra Perwira Karangjambe Padamara Perlu Perbaikan, banyak yang fiting lampunya sudah konslet dan ada gulungan kabel yang ada diatas rumah warga, info dari PLN ini ranahnya PU penerangan Jalan, mohon bantuan atau informasi kemana kami harus mengajukan permohonan untuk perbaikan. terimakasih"	"2025-10-08T09:33:03.376985Z"

130	"1"	"2025-10-08T09:33:20.034874Z"	1113	15.44	"Sosial dan Ekonomi"	"Assalamu'alaikum kak.. Perihal Pt Cosmo, yang magang.. kompensasi Belum dibayarkan, hanya gantungan Gajih magang saja. Apa benar seharusnya seperti itu atau menyimpang."	"2025-10-08T09:33:20.034874Z"

131	"1"	"2025-10-08T09:33:38.401638Z"	1114	17.392	"Sosial dan Ekonomi"	"Bu bupati saya mau lapor bu kan gini anak saya dapat bantuan dana pip dari pemerintah tapi kok dari pihak guru minta jatah dari dana pip itu meskipun dengan kata seikhlasnya dg dalil udah ngebantu memproses dana pip tersebut sehingga keluar..apa perbuatan itu boleh atau engga dari pihak guru minta jatah bu bupati?anak saya sekolah di sdn2 sidareja kec kaligondang."	"2025-10-08T09:33:38.401638Z"

132	"1"	"2025-10-08T09:33:48.881106Z"	1115	9.301	"Pelayanan Publik"	"Mati listrik dari jam 2 sampai saat ini belum kunjung menyala, tidak ada tindakan atau tidak bisa di perbaiki"	"2025-10-08T09:33:48.882110Z"

133	"1"	"2025-10-08T09:34:26.031822Z"	1116	35.068	"Pelayanan Publik"	"Mohon ditindak bu Tiwi itu PDAM purbalingga Saya mau bayar PDAM koq seakan2 di pending terus Jumat 29 Desember 2023 ke PDAM jam 10:45 sudah tutup disarankan security besoknya 30 Desember 2023 sebelum jam 10.00 saya kesanan lagi jam 9.45 sdh tutup juga akhirnya saya komplain kecewa.. Besok saja tgl 2 ktnya akhirnya tdi byr mlh jdi byr 4bln udah gitu uangn kembalian sngat tidak layak sobek satunya bolong Saya kecewa pelayanannya apa iya akhir tahun harus gasik tidak layani pembayaran pdhl masih pagi masih gasik jam 10 koq sdh tidak melayani Tolong ditindak bu saya cuma mau byr tidak minta uang Terima kasih bu semoga cepat di tanggapi"	"2025-10-08T09:34:26.031822Z"

134	"1"	"2025-10-08T09:36:33.537547Z"	1117	125.968	"Pelayanan Publik"	"Izin bertanya. Ini apakah masih ada vaksin ke 3 ya? Soalnya saya belum vaksin ke 3. Untuk persyaratan kerja. Kalo masih ada tolong diinfokan segera. Terima kasih."	"2025-10-08T09:36:33.537547Z"

135	"1"	"2025-10-08T09:40:28.517023Z"	1118	233.051	"Pendidikan"	"Kepada Yth. Ibu Bupati Dan Kepala Dindikbud Kami bermaksud, untuk mengajukan usulan terkait kebijakan Libur atau cuti bagi Guru ketika siswa libur pasca penerimaan rapor. Dari Dinas , Untuk Kab.Purbalingga Sudah Ada Himbauan Bahwa Guru dan Tendik Tetap Masuk Ketika Siswa Libur. Bagi Yang Tidak Masuk Diminta Untuk Mengajukan Cuti, Tapi Pada Kenyataannya di lapangan Banyak Ketidakadilan di sisi guru/Tendik. Misalnya : Guru Senior di banyak sekolah memilih untuk tidak masuk, padahal jelas tidak mengajukan cuti, sehingga berdampak pada ASN muda atau pegawai Administrasi yang diplekontho oleh para guru senior untuk masuk. Kadang Yang Lebih Senior, Banyak Yang Kurang Bersyukur Padahal Secara Penghasilan mereka sudah besar, demikian juga yang P3K Gaji Mereka Sudah Besar, Tapi Loyalitas Ke Sekolah Masih Perlu Ditanyakan. Ketika Menuntut Hak Seperti TGP mereka berkoar-koar, tetapi ketika ditanyakan kewajiban kebanyakan mlempem!! Tolong Dibuat Sama Seperti Peraturan Libur Bagi ASN Guru seperti di kab.Banjarnegara atau Kab. Banyumas, agar ASN guru mendapatkan hak yang sama. Terimakasih"	"2025-10-08T09:40:28.517023Z"

136	"1"	"2025-10-08T09:40:42.327287Z"	1119	12.486	"Pelayanan Publik"	"Assalamu'alaikum wr wb ... Kepada Yth Kepala Dukcapil Di Purbalingga Dengan segala hormat, Bersama ini saya ingin menanyakan sehubungan adanya peraturan baru utk pelayanan dukcapil di mal pelayanan publik, dimana sebelumnya dlm pembuatan KK KTP dan akte kematian bisa di ajukan langsung pd hari itu juga sekarang hanya bisa 1 pemohon 1 berkas jadi saya pengajuan 3 berkas saya harus datang ke mal pelayanan publik dalam waktu 3 hari, kenapa tidak dg berkas di terima dulu dlm jgka waktu 3 hari baru boleh di ambil, yg katanya dg adanya mal pelayanan publik utk mempermudah mempercepat pelayanan kpd masyarakat, matur nuwun"	"2025-10-08T09:40:42.327287Z"

137	"1"	"2025-10-08T09:42:14.429369Z"	1120	90.47	"Pelayanan Publik"	"Kie tanalum matlis langka udan langka barat"	"2025-10-08T09:42:14.430368Z"

138	"1"	"2025-10-08T09:43:03.183129Z"	1121	45.42	"Infrastruktur"	"jalan perintis, jalur lingkar selatan kota purbalingga dari pom bensin kalimanah s/d PT sungchang mewek sangat rusak dan bergelombang dikarenakan sering dilintasi kendaraan berat. Beberapa ruas sudah di cor beton tapi hanya beberapa meter saja. Jalan desa grecol juga rusak parah dikarenakan sering dilalui kendaraan berat untuk pembangunan saluran irigasi. mohon tindak lanjut."	"2025-10-08T09:43:03.183129Z"

139	"1"	"2025-10-08T12:07:32.377637Z"	1122	7.167	"Pelayanan Publik"	"Selamat siang untuk dinas sosial kabupaten purbalingga. Saya ingin menanyakan perihal Kartu KIS PBI saya yang bulan november 2023 sudah mencoba di Aktivasi kembali karena sebelumnya Nonaktif dan belum melebihi batas 6 bulan. Yang ingin saya tanyakan, berapa lama hari / bulan yang dibutuhkan agar kartu Kis PBI aktif kembali setelah sebelumnya sudah pengajuan aktifasi kembali dengan datang ke kantor dinsos Purbalingga & ke Kantor BPJS di Purbalingga. Apakah bisa memakan waktu hingga berbulan bulan atau maksimal 30 hari kerja setelah permohonan pengaktifkan kembali. Terima kasih & semoga segera di berikan jawaban terbaiknya.."	"2025-10-08T12:07:32.377637Z"

140	"1"	"2025-10-08T12:08:28.779640Z"	1123	55.214	"Pelayanan Publik"	"Selamat Sore Bapak Kepala Dinas Perindustrian dan Perdagangan Kabupaten Purbalingga. Mohon informasinya kapan pedagang di Purbalingga Food Center akan di tertibkan. Terima kasih"	"2025-10-08T12:08:28.779640Z"

141	"1"	"2025-10-08T12:08:44.437225Z"	1124	14.477	"Pelayanan Publik"	"Penerimaan P3K kemarin, jalur khusus untuk formasi PERAWAT, ada yang lolos administratif padahal SK dari Dinas adalah OPERATOR, mohon konfirmasinya. Terimakasih"	"2025-10-08T12:08:44.437225Z"

142	"1"	"2025-10-08T12:08:52.034891Z"	1125	6.581	"Pelayanan Publik"	"Assalamualaikum selamat sore bpk/ibu saya uti andriyani dari purbalingga lor Maaf mau menanyakan tentang program pemutihan pembuatan sertifikat karna di daerah saya tidak pernah ada pemberitahuan jika ada program tersebut Mohon untuk respon dan tanggapannya terimakasih"	"2025-10-08T12:08:52.034891Z"

143	"1"	"2025-10-08T12:09:15.668397Z"	1126	22.641	"Sosial dan Ekonomi"	"Kpda Dindikbud Purbalingga, saya ingin menanyakan terkait kepastian THR / TPG guru 50% sampai akhir tahun anggaran belum bisa terealisasi."	"2025-10-08T12:09:15.668397Z"

144	"1"	"2025-10-08T12:09:27.697558Z"	1127	10.948	"Sosial dan Ekonomi"	"Saya mau banget dapat bantuan,, tolong usulkan saya supaya saya bisa dapat bantuan.... terimakasih"	"2025-10-08T12:09:27.697558Z"

145	"1"	"2025-10-08T12:09:39.703979Z"	1128	10.938	"Sosial dan Ekonomi"	"Bismilah.. Ibu tiwi yang terhormat Saya bekerja di pt cosmoprof indokarya. Dengan perjanjian kontrak magang 3Bulan dan gajih sesuai magang selama 3bulan, Diperjanjian itu setelah magang lanjut kontrak harian/bulanan dengan gajih UMK, tapi ternyata saya sudah habis masa magang di pt tersebut , malah saya lanjut kontrak magang dan gajih magang, dibawah Jauh dari kata UMK purbalingga. Jika emang itu peraturan dari dinas Tenaga kerja purbalingga saya Ikhlas, tapi kalo menyimpang dari peraturan dinas tenaga kerja, Tolong ditindak lanjuti Ibu buati , minta tolong dengan sangatt. Makasih admin"	"2025-10-08T12:09:39.703979Z"

146	"1"	"2025-10-08T12:11:44.439224Z"	1129	123.646	"Pelayanan Publik"	"Selamat siang Bu Tiwi, sy warga yg termasuk data DTKS Krn itu desa sdh mengajukan bantuan utk pembangunan rmh dan pemasangan listrik sejak 2thj yang lalu tp smp skrg ke dua bantuan itu blm juga turun sdgkan yg diajukan blkgan sdh turun. Apakah Krn sy dari kaum minoritas sehingga tdk layak mendpt bantuan itu ? Mohon kebijaksanaan Bu Tiwi apalagi sy termasuk tim sukses Bu Tiwi utk wilayah Karangduren waktu pemilihan bupati Terima kasih"	"2025-10-08T12:11:44.439224Z"

147	"1"	"2025-10-08T12:35:22.053599Z"	1130	1416.026	"Pelayanan Publik"	"Asalamualaikum Wr. wb. Yang Terhormat Ibu Bupati Beserta Jajaran. Tidak Mengurangi Rasa Hormat Saya Sebagai Warga Masyarakat KarangBawang, Ingin Menanyakan Prihal Ketahanan Pangan. Apakah Boleh Plogram Ketahanan Pangan Bisa Dikelola Kepala Desa Dan Pejabat Desa? Dan Hasilnya Tidak Tau Untuk Apa. Dan Warga Tidak Tau Tentang Adanya Plogram Ketahanan Pangan.Kalo Tidak Salah Tahap 1 Dialokasikan Ke Bibit Pisang Cavendis Yang Ditanam Di Lokasi Fasilitas Pejabat Desa Bengkok Lurah Tahap Ke 2.Dialokasikan Ke Kambingisasi Ternak Kambing Tapi Anehnya Lagi Kenapa Kambingnya Satu Pun Sudah Tidak Ada.Trimaksih"	"2025-10-08T12:35:22.053599Z"

148	"1"	"2025-10-08T12:35:30.650199Z"	1131	7.454	"Sosial dan Ekonomi"	"Permisi . Saya hanya ingin tau Kenapa BPNT saya Tidak Cair bulan ini. Sedangkan yang lain sudah Cair. Bulan lalu Juga Cuma Cair Separuh saja .yaitu 200 ribu . Mohon penjelasanya agar saya tak salah Faham"	"2025-10-08T12:35:30.650199Z"

149	"1"	"2025-10-08T12:35:36.229184Z"	1132	4.819	"Pelayanan Publik"	"Mohon untuk website JDIH Purbalingga diperbarui karena banyak Aturan aturan baru yang belum masuk di JDIH Purbalingga. Terima kasih"	"2025-10-08T12:35:36.229184Z"

150	"1"	"2025-10-08T12:35:44.747567Z"	1133	7.468	"Infrastruktur"	"Selamat Sore Bupati Purbalingga, sampai dengan saat ini belum ada progres penertiban pedagang yang ada di trotoar Purbalingga Food Center ? Kapan akan dilaksanakan ?"	"2025-10-08T12:35:44.747567Z"

151	"1"	"2025-10-08T12:35:53.242187Z"	1134	7.508	"Lingkungan"	"Selamat Siang Bapak Kepala Dinas Perindustrian dan Perdagangan, mohon penertiban pedagang trotoar Purbalingga Food Center. Terima kasih"	"2025-10-08T12:35:53.242187Z"

152	"1"	"2025-10-08T12:41:36.708816Z"	1135	342.05	"Pelayanan Publik"	"SPBU Pertamina 44.533.04 Kedung Menjangan tidak ada fasilitas printer nota di pengisian pertamax, katanya sudah berbulan-bulan rusak. Mohon dibantu Dinas Perindag/metrologi utk difasilitasi dgn pihak penyedia printernya. Terimakasih"	"2025-10-08T12:41:36.708816Z"

153	"1"	"2025-10-08T12:41:48.945193Z"	1136	11.147	"Pelayanan Publik"	"Tolong cek LPK Transbuana School Purbalingga, banyak terjadi kasus kecurangan, seperti menjanjikan akan bisa memberangkatkan siswa ke kapal pesiar hanya dalam waktu 2 bulan tapi ternyata tidak. Ada banyak siswa tertahan selama 6 bulan dan belum juga diberangkatkan , bahkan banyak terjadi praktek kecurangan lainnya. Terimakasih mohon bantuannya"	"2025-10-08T12:41:48.945193Z"

154	"1"	"2025-10-08T12:42:23.291564Z"	1137	33.064	"Pelayanan Publik"	"Selamat malam Ibu Bupati Purbalingga, saya ingin menanyakan apakah ibu dan jajarannya masih bisa bekerja apa tidak ? Untuk menangani dan menertibkan Purbalingga Food Center aja tidak bisa. Kita tidak butuh kata - kata manis lagi. Yang kita butuhkan adalah action dari anada dan jajarannya"	"2025-10-08T12:42:23.291564Z"

155	"1"	"2025-10-08T12:42:29.278568Z"	1138	5.162	"Pelayanan Publik"	"Saya bekerja di CV anugrah utama motor. UMK Purbalingga th 2023 2.130.000, saya sudah bekerja 2th tp gaji saya selalu di bawah itu. Sebenarnya UMK itu hanya untuk PT atau semua pelaku usaha?"	"2025-10-08T12:42:29.279571Z"

156	"1"	"2025-10-08T12:42:41.552169Z"	1139	11.292	"Infrastruktur"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, saya ingin melaporkan bahwa ruas jalan selanegara tepatnya turunan sebelum SMK N 1 Kaligondang kalau dari arah Purbalingga itu ada beberapa lubang dijalan tersebut, mohon untuk dinas terkait untuk ditambal supaya tidak membahayakan bagi pengguna jalan. TerimakasihWassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T12:42:41.552169Z"

157	"1"	"2025-10-08T12:44:17.908256Z"	1140	95.329	"Infrastruktur"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, saya ingin melaporkan bahwa jalan yang ada di seputar pasar segamas ada beberapa yang berlubang sehingga mengganggu kenyamanan bagi pengunjung yang masuk kepasar, terutama bagian jalan pintu masuk belakang. Mohon untuk dinas terkait bisa memperbaiki jalan tersebut. TerimakasihWassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T12:44:17.908256Z"

158	"1"	"2025-10-08T12:44:38.628059Z"	1141	19.991	"Sosial dan Ekonomi"	"Aslamualaikum ibu bupati .rumah saya di desa kr Dawung RT.11/06 desa candinata kec kutasari.saya mau nanya kenapa ibu saya dulu dapet bantuan sekarang jadi sudah GK dapet bantuan apapun .padahal kartu bnt ada sudah 2thn GK dapet bansos apapun.monon penjelasnya i u bupati"	"2025-10-08T12:44:38.628059Z"

159	"1"	"2025-10-08T12:46:59.133269Z"	1142	139.411	"Pelayanan Publik"	"Mohon untuk pemerintah Purbalingga, dalam rangka hari jadi Purbalingga, sebaiknya pemerintah memberikan instruksi warganya untuk memeriahkan hari jadi Purbalingga dengan memasang layur/umbul umbul. Karena pada saat sebelumnya banyak warga/RT yang tidak ikut memasang umbul2. Bahkan sekolah pun biasanya SMA/sederajat. Lalu untuk rangkaian kegiatan menurut saya bagaimana kegiatan tersebut dapat bermanfaat dan menarik perhatian warga Purbalingga sehingga tidak terlihat sepi/mubah. Terimakasih, mohon maaf jika ada kata yang kurang berkenan."	"2025-10-08T12:46:59.133269Z"

160	"1"	"2025-10-08T12:47:15.447642Z"	1143	15.575	"Pelayanan Publik"	"Saya salah satu karyawan yang habis masa kontrak di PT HPS . Saya mau bertanya , bukankah dalam pasal 15 Peraturan Pemerintah PP No. 35 tahun 2021 dijelaskan bahwa karyawan PKWT berhak menerima uang kompensasi setelah masa kontraknya berakhir ? Tapi saya sama sekali tidak mendapatkan hak saya . Mohon dibantu pak/bu , terimakasih"	"2025-10-08T12:47:15.447642Z"

161	"1"	"2025-10-08T12:47:36.828993Z"	1144	20.245	"Pelayanan Publik"	"Selamat siang ibu bupati Purbalingga, kapan pedagang - pedagang yang berjualan di trotoar Purbalingga Food Center akan di tertibkan ?"	"2025-10-08T12:47:36.828993Z"

162	"1"	"2025-10-08T12:47:45.037278Z"	1145	7.246	"Pelayanan Publik"	"Saya ingin mendaftar Istri saya untuk mendapatkan pelayanan kesehatan secara gratis bisa kah pemerintah, Bupati membantu keluarga saya untuk mendapatkan pelayanan dari rumah sakit, terimakasih"	"2025-10-08T12:47:45.037278Z"

163	"1"	"2025-10-08T12:47:54.574866Z"	1146	8.451	"Sosial dan Ekonomi"	"Assalamu'alaikum..MOHON UNTUK SEGERA DITINDAKLANJUTI MENGENAI PT JHON TOYS INDONESIA PERIHAL PEMBAYARAN GAJI KARYAWAN YANG SELALU MELESET DARI JADWAL PEMBAYARAN GAJI, UNTUK SAAT INI PEMBAYARAN GAJI BULAN LALU BELUM TERBAYARKAN, TERKADANGJUGA PEMBAYARAN GAJI HANYA 30"	"2025-10-08T12:47:54.574866Z"

164	"1"	"2025-10-08T12:48:13.481429Z"	1147	17.951	"Pelayanan Publik"	"Mohon ijin Bu bupati saya mau melaporkan kinerja ASN di dinas pendapatan Daerah untuk yang perhitungan gol c sangat lama kok bisa sampe harus nunggu 5 hari sedangkan yang mau kita bayar proyek kecil apa memang kinerjanya seperti ini dan sering setelah jam siang orang nya pergi keluar sedangkan mereka harunya kan punya job Des sendiri sendiri kami sedang mengerjakan projek rehab smp 4 Purbalingga mengingat mendekati Ahir tahun Bu padahal kan kita mau bayar pendapatan daerah ko di perlama kaya gini mau naik gimana pendapatan daerah ya kalo masih kayagini kinerjanya lama"	"2025-10-08T12:48:13.481429Z"

165	"1"	"2025-10-08T12:48:25.916460Z"	1148	11.29	"Pelayanan Publik"	"Mohon maaf sebelumnya. Ini kelurahan Karangbawang kec Rembang khususnya kadus 2 banyak warga yang mengeluh mempersoalkan bantuan masyarakat. Bukan maksud untuk mencela atau yang lain lain, disini yg mendapatkan bantuan kenapa semuanya berasal dari keluarga perangkat desa saja apakah bantuan tersebut dikhususkan? Pdhal dilihat lihat keluarga perangkat tersebut bukan dikategorikan keluarga miskin, masih banyak warga yg membutuhkan bantuan tersebut. Aplg kelurahan desa karangbawang sudah mendapatkan penghargaan dengan desa anti korupsi harusnya masalah bantuan harus bisa memilih mana yg seharusnya bisa dibantu. Tolong bapak atau ibu mohon bantuanya untuk mengrus ini"	"2025-10-08T12:48:25.916460Z"

166	"1"	"2025-10-08T12:48:46.534951Z"	1149	19.806	"Pelayanan Publik"	"Sosial media satpol pp purbalingga sebagai media informasi dan komunikasi kurang diberdayakan. Konten hanya berisi laporan kegiatan harian sehingga kurang membangun engagement dengan pengunjung sosial media. Alangkah lebih baik, ditambah konten berisi informasi. Berikut mungkin bisa jadi inspirasi : bit.ly/rencanasosialmedia"	"2025-10-08T12:48:46.534951Z"

167	"1"	"2025-10-08T13:01:05.240387Z"	1150	737.403	"Infrastruktur"	"Selamat siang Ibu Bupati Purbalingga, sekarang ini kondisi Purbalingga Food Center sudah sangat memprihatinkan. Apakah anda lupa dengan janji - janji anda untuk Purbalingga Food Center. Saya berharap janji - janji anda bukan sekedar janji untuk kampanye saja. Janji - janji saat kampanye tahun 2020 ketika para pedagang di Purbalingga Food Center di kumpulkan di Bioskop Purbalingga. Saya harap untuk kampanye saat ini sudah tidak usah mengumpulkan pedagang dari Purbalingga Food Center lagi. Cukup penuhi janji anda saat kampanye dulu tahun 2020 yang sampai saat ini belum terealisasi. Terima kasih."	"2025-10-08T13:01:05.240387Z"

168	"1"	"2025-10-08T13:01:30.844305Z"	1151	24.234	"Pelayanan Publik"	"Kpd dinas terkait dan pejabat yg berwenang, sy warga Karangduren RT 1 RW 6 dan dr desa sdh diajukan sbg penerima program bantuan pembangunan rumah dan pemasangan instalasi listrik gratis sejak 2thn yg lalu tp smp skrg bantuan tsb blm turun2 sdgkan yg diajukan stlh sy kok sdh turun. Mohon kebijaksanaannya dan perhatiannya"	"2025-10-08T13:01:30.844305Z"

169	"1"	"2025-10-08T13:01:43.571277Z"	1152	11.12	"Pelayanan Publik"	"Kejadian hari Sabtu pukul 11.00, Mohon bagian pelayanan PDAM Purbalingga tempat duduk sebelah kiri untuk dapat dibina karena tidak memberikan pelayanan yang ramah kepada pelanggan, tolong diajari Public Relation yang baik, saya itu memberikan saran kepada PDAM supaya ada SOP biaya pemindahan meteran misalkan 1 pipa biayanya berapa,tapi raut muka dan perkataan langsung Berubah ketus. Terus terang saya merasa jengkel banget. Terimakasih"	"2025-10-08T13:01:43.571277Z"

170	"1"	"2025-10-08T13:02:00.884691Z"	1153	15.768	"Pelayanan Publik"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, Saya ingin melaporkan bahwa di Ruas Jalan Kalikajar tepatnya di depan indomaret kalikajar sampai timur kalau hujan pasti airnya menggenang, mohon untuk dinas terkait bisa memperbaiki saluran drainase nya, soalnya mungkin terlalu tinggi jadinya airnya ngga bisa langsung masuk ke saluran drainase nya, semoga bisa segera ditangani agar bisa memberi kenyamanan bagi pengguna jalan. Terimakasih Wassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T13:02:00.884691Z"

171	"1"	"2025-10-08T13:02:14.179765Z"	1154	12.369	"Pendidikan"	"Yth Ibu Bupati Purbalingga. Yth Dinas pendidikan dan kebudayaan Purbalingga Yth Dinas Sosial Purbalingga Yth Kepala sekolah SMU N 1 BOBOTSARI Mohon informasinya.bagaimana cara yang sebenarnya untuk mendapatkan PIP buat anak sekolah. NISN 0089904836 NIK 3303081702080003 Sejak dulu di SMP sampai SMU sudah diminta data SKTM beserta KK, namun hingga saat ini belum juga ada kabarnya. Tolong di bantu .agar bisa mendapatkan PIP/KIP. Terimakasih mohon untuk diperhatikan."	"2025-10-08T13:02:14.179765Z"

172	"1"	"2025-10-08T13:02:30.432750Z"	1155	15.114	"Pendidikan"	"Mohon informasinya. Apakah dinas pendidikan Purbalingga sudah di mengijinkan sekolah melakukan kegiatan di luar. Dalam hal ini kegiatan Study tour,berwisata yang katanya untuk kurikulum P5 Bukanya sudah ada larangan untuk melakukan kegiatan diluar kota apalagi Study tour. SMPN 1 Bobotsari akan melakukan kegiatan P5 wisata"	"2025-10-08T13:02:30.432750Z"

173	"1"	"2025-10-08T13:02:43.720201Z"	1156	11.935	"Pelayanan Publik"	"Nama saya latif abdulah, tempat tinggal dikecamatan kaligondang. Tetangga saya ktanya sudah menikah siri di luar kota. Akantetapi ketika verifikasi utk pemilihan 2024 di KK tertulis belum menikah dan masing² memiliki KK sendiri-sendiri. Saya harus bagaimana?"	"2025-10-08T13:02:43.720201Z"

174	"1"	"2025-10-08T13:04:06.551972Z"	1157	82.066	"Pelayanan Publik"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait saya ingin melaporkan bahwa untuk pembangunan terminal tipe A Bobotsari kok sampai sekarang belum selesai-selesai padahal fisiknya sudah terlihat tapi sekarang malah terbengkalai tanpa ada pengerjaan, mohon penjelasannya dan semoga bisa segera ditindaklanjuti. TerimakasihWassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T13:04:06.551972Z"

175	"1"	"2025-10-08T13:04:22.674111Z"	1158	15.045	"Pelayanan Publik"	"Selamat siang Bu Tiwi, sy ingin menanyakan kapan bantuan pembangunan rumah kumuh bisa cair padahal dari desa sdh diajukan sejak 2thn yg lalu begitu juga dg pemasangan listrik gratis blm juga terpasang sdg yg pengajuannya sblm Sy sdh terpasang. Mohon ibu berkenan membantu rakyat kecil ini agar sy bisa segera punya rmh sendiri dan bantuan pemasangan instalasi listrik juga secepatnya bisa segera terwujud Makasih bu"	"2025-10-08T13:04:22.674111Z"

176	"1"	"2025-10-08T13:04:38.022054Z"	1159	14.22	"Sosial dan Ekonomi"	"Mohon penjelasannya knapa an istri saya sudah tidak keluar lagi pkh .. Bpnt padahal di data dtks masih tercantum sebage penerima aktif ..apa salah kalo saya kerja jadi tukang sapu di sekolahn apa karena kerjaan seperti itu harus di cabut sedangkan yang lain sama tapi masih menerima phk.. Bpnt.. Mohon penjelasannya terimakasih"	"2025-10-08T13:04:38.022054Z"

177	"1"	"2025-10-08T13:04:58.949094Z"	1160	19.474	"Sosial dan Ekonomi"	"Selamat siang Bu Tiwi, sy ingin menanyakan kapan bantuan pembangunan rumah kumuh bisa cair padahal dari desa sdh diajukan sejak 2thn yg lalu begitu juga dg pemasangan listrik gratis blm juga terpasang sdg yg pengajuannya sblm Sy sdh terpasang. Mohon ibu berkenan membantu rakyat kecil ini agar sy bisa punya rmh sendiri secepatnya Makasih bu"	"2025-10-08T13:04:58.949094Z"

178	"1"	"2025-10-08T13:05:07.512926Z"	1161	7.536	"Sosial dan Ekonomi"	"Sudah ambil surat permohonan cuti melahirkan eh malah di keluarkan dari tenpat keeja.pt suncang bobotsari, udah gitu gajih masa bon september ngga di bayarkan. Hemm"	"2025-10-08T13:05:07.512926Z"

179	"1"	"2025-10-08T13:05:17.813049Z"	1162	8.936	"Pelayanan Publik"	"Assalamu'alaikum Warahmatullahi WabarakatuhYth. Bupati dan Wakil Bupati Purbalingga beserta jajaran dan dinas terkait, saya ingin melaporkan bahwa ada LPJU dan Traffic Light di Perempatan deket SD N 1 Purbalingga Wetan itu tertutup lebatnya pohon, mohon untuk dinas terkait bisa di pangkasi pohon tersebut supaya tidak terhalangi lagi. TerimakasihWassalamu'alaikum Warahmatullahi Wabarakatuh"	"2025-10-08T13:05:17.813049Z"

180	"1"	"2025-10-08T13:05:33.518925Z"	1163	14.67	"Pelayanan Publik"	"Selamat siang Alhamdullillah terkait tentang pengaduan saya krmn sudah selesai ,sudah dilunasi per hari Rabu 8 November 2023 Terimakasih banyak untuk pihak yang sudah membantu dan menyelesaikan"	"2025-10-08T13:05:33.518925Z"

181	"1"	"2025-10-08T13:05:42.930937Z"	1164	8.39	"Pelayanan Publik"	"apakah lurah desa karang jambe dan bawahan nya bsa di disiplinkan lagi? tidak melayani masyarakat dg tulus dan terkesan sombong.masih banyak keluhan lagi tidak cukup di tulis di sini."	"2025-10-08T13:05:42.930937Z"

182	"1"	"2025-10-08T13:05:52.378478Z"	1165	8.73	"Sosial dan Ekonomi"	"Udah ambil surat permohonan cuti melahirkan eh malah di keluarkan dari tempat kerja, udah gajih bln september blm di bayarkan hemm"	"2025-10-08T13:05:52.378478Z"

183	"1"	"2025-10-08T13:06:04.262126Z"	1166	10.27	"Pelayanan Publik"	"LPJU DI DS WIRASABA BAGIAN SELATAN PADAM SDH 3 MALAM ADA 10 TITIK MOHON SEGERA DIPERBAIKI"	"2025-10-08T13:06:04.262126Z"

