text,kategori
"Assalamu'alaikum wr.wb. Sebelumnya saya mohon maaf,Saya ingin klarifikasi tentang aduan/laporan mengenai perbedaan honor yang diterima THL dengan yang ada didalam aplikasi JMO. Saya sebelumnya tidak tahu status saya ternyata THL bukan honorer . Dan klarifikasi saya tidak ada penekanan dari pihak manapun itu murni karena ketidaktahuan saya . Jadi sekali lagi saya mohon maaf khususnya kepada Bupati Bpk. Fahmi dan serta instansi instansi terkait . Demikian laporan ini saya buat dengan seikhlas ikhlasnya . Wassalamu'alaikum wr.wb.",Sosial dan Ekonomi
Prihal surat edaran pembayaran pajak bumi dan bangunan. Yang harus nya sudah saya bayarkan tapi hingga sampai saat ini blum juga di kasih oleh pihak Kadus dan RT kepada saya. Padahal warga lain sudah di berikan surat edaran. Apakah ada diskriminasi dalam bertetangga. Mohon bantuan nya,Pelayanan Publik
"Assalamu'alaikum Ijin menyampaikan keluhan sepanjang jalan pasar badog bancar jalan rusak, terlalu sering aktivitas truk pasir yg melewati jln tsb mohon inin di pertegas peraturan nya",Infrastruktur
"Assalamualaikum Mas Bupati, semoga selalu sehat Hanya sekedar masukan khususnya untuk masalah Bantuan untuk bisa ditinjau kembali dengan syatem bergulir/bergantian sehingga tidak orang2 itu saja yang dapat dr taun ketaun Khusunya lagi juga untuk warga diperumahan yang dianggap mampu semuannya Sehingga tidak/kurang terjamah,",Sosial dan Ekonomi
asalamualaikum wr wb pak bupati purbalingga ngapunten pak kulo sumarno kutasari RT 17/08 warga tani ngeluh sungai tanggulipun jebol padahal toya niku ngge ngaliri sabin kuranglebil 5 hektaran kulo sampun sanjang teng pak kades. terose pak kades sampun teng dinas tapi ngantos sepriki dereng ditangani soale niku menawi nanam padi sedanten mboten saged pak wangalaikum salam wr wb ngapuntene pak kulo ngganggu 🙏🙏 pak,Lingkungan
"Mohon informasi terkait batas wilayah Ds Panasupan yg ada dalam website Kecamatan Rembang - Purbalingga utk wilayah desa Panasupan, atas pertanyaan sbb : 1. dari gambar Peta batas ds Panasupan tsb sy lampirkan, area ditunjuk panah MERAH apakah sudah bukan termasuk wilayah Ds Panasupan ? 2. dari gambar peta tsb, area ditunjuk panah MERAH berwarna putih bukan hijau apakah dengan demikian area tsb bukan termasuk wilayah kehutanan panah BIRU, garis putus2 batas wilayah Kab Purbalingga, Kab. Banjarnegara, Kab Pemalang, Kab Pekalongan Terima kasih, semoga bisa diberikan informasi yang jelas dan benar.",Infrastruktur
Seleksi pppk terdapat honorer siluman di SD Negeri 1 Jetis atas nama Tri Widiyanto dengan noomo pendaftaran 24641710810000135. ybs seharusnya masa kerja belum satu tahun mohon ditindak lanjuti karena merugikan yang lain karena dipengumuman kelulusan ybs lulus mohon integritas instansi dijunjung tinggi,Pendidikan
"Assallamualaikum Mas Bupati ijin menanyakan utk biaya pengukuran tanah ke desa di purbalingga apakah ada biayanya. Jika ada berapa besaran biayanya. sy ingin melakukan pengukuran ttpi mendapat informasi harus menyiapkan 5 amplop utk biaya pengukuran biaya tidak dipatok tp biasanya 100rb per amplop. Sebenarnya untuk siapa biaya tersebut, jika untuk perangkat desa bukankah peeangkat desa sudah mendapatkan honor/gaji yg cukup layak saat ini. Mohon jawabbannya agar tidak ada kesalahpahaman dikemudian hari. Trimakasih.",Pelayanan Publik
"Halo selamat pagi,,Saya ingin aktivasi aplikasi IKD Mohon bantuannya pak",Pelayanan Publik
Pak. BUPATI ..BELI PUPUK SWKARANG CUKUP DG KTP BISA BELI DIMANA SAJA TP MAU BELI PAKAI KTP DI KIOS BAKULAN DITOLAK HARUS PAKAI KARTU TANI MHN PERHATIANNYA,Sosial dan Ekonomi
"Kepada Yth. Mas Bupati Dengan hormat, Kami warga Majingklak, Tamansari, Kecamatan Karangmoncol, dengan ini ingin menyampaikan aduan terkait kondisi penerangan jalan umum PJU yang tidak berfungsi di Perempatan Majingklak Lampu penerangan jalan di lokasi tersebut telah mati sejak satu bulan terakhir dan belum mendapat perbaikan hingga saat ini. Kondisi sangat membahayakan keselamatan pengguna jalan, terutama pada malam hari. Bahkan beberapa kali telah terjadi kecelakaan lalu lintas yang mengakibatkan luka-luka pada pengendara sepeda motor akibat kurangnya visibilitas Kami sangat mengkhawatirkan keselamatan masyarakat yang setiap hari melintasi jalan tersebut. Oleh karena itu, kami mohon perhatian dan tindak lanjut dari Mas Bupati atau Pihak terkait untuk segera memperbaiki lampu penerangan jalan yang mati demi kenyamanan dan keselamatan bersama. Demikian aduan ini kami sampaikan. Atas perhatian dan tindak lanjut Mas Bupati kami ucapkan terima kasih.",Infrastruktur
"Assalamualaikum wr,wb.saya ingin menyampaikan kpd mas bupati pbg terkait jln setapak dilingkungan RT 6 RW 02 kelurahan wirasana pbg yg sudah rusak parah.mohon kami SBG warga&mewakili aspirasi warga RT 06 RW 02 utk segera dibantu/diperbaiki.krn jln setapak tsb kalau hujan sangat licin serta rawan orang terpeleset&terjatuh.ats perhatiannya kami ucapkan terimakasih",Infrastruktur
"Assalamualaikum,,,mohon ijin informasinya Kalau mau memperbarui data KK,harus ke dukcapil atau bisa di kecamatan aja?",Pelayanan Publik
"Ini laporan kedua saya karena tanggal 10 saya laporan tapi belum ada penanganan. Jalan rusak, berlubang dan membahayakan pengendara motor. Beberapa kali motor menghantam lobang dan oleh. Apalagi ini jalan banyak digunakan untuk ke PT sun chang dan victory. Mohon diperbaiki segera.",Infrastruktur
"Pipa PDAM ada yg bocor dua titik Lokasi JL. Belakang pasar kutasari sebelum puskesmas kutasari. Sdh lama bocor blm ada perbaikan, memperparah jalan jd rusak",Infrastruktur
Assallamualaikum Mas Bupati ijin menanyakan untuk pengukuran tanah di purbalingga apakah ada biayanya? Jika ada berapa biaya yg harus dikeluarkan. Luas tanah hanya 18ubin. Terimakasih kami menunggu jawaban dri mas bupati.,Pelayanan Publik
"Assalamu'alaikum Wr. Wb. Selamat Siang Mas Bupati... Mohon informasinya terkait SPMB SMP Negeri 2 Purbalingga, untuk jalur domisili ada yang berjarak 18 m dari sekolah dengan alamat Kelurahan Purbalingga Kidul, sepertinya sangat janggal jarak tersebut. Mohon pantauannya Mas Bupati... Terima Kasih",Pendidikan
"Selamat siang pak/Bu, mohon maaf untuk kejelasan penanganan pohon yang didepan rumah saya beserta lampu jalan yang mati mau bagaimana nggih? Saya udah buka link laporan, status laporan sudah selesai tapi belum ada tindaklanjutnya, mengingat cuaca sekarang sulit ditebak jadi kalo tiba-tiba turun hujan takut pohonnya semakin parah ranting yang berjatuhan Mohon untuk segera ditindak lanjuti nggih pak/Bu, soalnya udah lama bgt udah sebulan dari saya buat laporan belum ada penanganan samasekali, sedangkan tetangga saya sebrang jalan penanganan 2 hari setelah laporan selesai. Ini saya berbulan bulan Alamat: Toyareja, rt 02/03",Infrastruktur
"Hallo saya ingin menyampaikan kondisi jalan di salah satu desa saya pepedan-munggangsari di kecamatan karangmoncol sudah rusak parah mohon bisa di bantu untuk perbaikan jalan karna dari saya masuk smp tahun 2013 sampai sekarang 2025 tidak pernah diperbaiki, saya yang setiap hari berangkat kerja sangat tidak nyaman dengan jalan yang rusak, mohon aduan ini bisa bisa di terima dan diwujudkan, terimakasih🙏",Infrastruktur
"maaf mungkin laporan saya agak sedikit gmna gtu, cuma saya bingung pak, saya ingin meminta saran pak, jadi saya berkerja di purbalingga tepatnya daerah kr. sentul, sblmnya kariawan disana banyak pak, kemudian skrng sdh banyak keluar dikarenakan bbrp tdk digaji, sering digaji terlambat, dan krna peraturan jga. dan kebetulan saya jga mengalami tdk digaji pak, dari bln kmrn sudah diminta menunggu smpe tgl 15 juni, tapi udh lewat tgl itu, ttp ga digaji pak 🫠 setau saya, bukannya ini sudah melanggar hukum ya pak? sbnrnya gapapa pak, kalau cuman saya yg diseperti inikan, tapi sisi lain ada bbrp kariawan yg dpt hal yg sama, sdngkan seolah kita kerja capek buat keluarga, tapi ga digaji😌🙏 maaf pak, kalau sprti ini bagaimana yah? saya sama teman² saya juga sempat bingung mau ambil keputusan apa,😌",Sosial dan Ekonomi
"Tolong dong pelayanan di RSUD goeteng di perbaiki untuk layanan informasi melalui WhatsApp, email maupun sosial media lainya tidak ada balasan sama sekali,,,mohon untuk di perbaiki",Pelayanan Publik
"Mohon bantu saya ambil ijasah asli saya yang ditahan di RS Bunda Purwokerto, saya ingin ambil ijasah saya tapi dimintai pinalti 24 juta, saya bingung pak, mohon bantu saya bapak. Bukankah tempat kerja sekarang dilarang menahan ijasah ? barangkali bapak bisa bantu pak, saya berharap besar akan bantuan bapak, ijasah asli itu penting untuk saya pak, ditahan sudah dari tahun 2021 🥲",Pelayanan Publik
"Saya mau memindahkan anak saya sekolah dr Smp Negei 1waru sidoarjo ke SMP N PURBALINGGA dengan alasan mengikuti saya pindah tugas sebagai ASN Dan mengikuti saya yg mutasi kerja,dua sekolah sudah saya datangi SMP N 1 PENGADEGAN DAN SMP 2 PENGADEGAN dan dua sekolah itu MENOLAK anak saya dengan alasan kuota siswa penuh dan datadopodik siswa dikunci,saya minta solusi dan saran kepada 2sekolah itu dan tidak mendapatkan jawaban....bagaimana dengan nasib pendidikan anak saya padahal dijalur penerimaan siswa baru masi ada jalur mutasi kerja ortu,tetapi mengapa tidak bisa digunakan?",Pendidikan
"Kenapa parkir kendaraan mobil di sekitar area wisata Owabong itu sampai 15rb dikasih keterangan Sdgkn ditempat wisata lain sj itu maksimal 10rb karena itu masuk uang pribadi pemilik lahan. Bukan masuk ke Pemkab. Pd saat kunjungan wisata kemarin tidak ada perubahan struktur bangunan pos parkir resmi dr 5 thn yg lalu berkunjung. Pada saat mau masuk tidak ada petugas yg memberi tahu kalau parkir penuh.. Hanya dikasih palang yg semua orang bs naruh/bs juga dr jukir jukir non resmi diluaran yg masang palang tiang itu Harusnya bisa lebih tertata, profesional dan bs dikasih solutif yg bagus. Krn owabong sdh mnjd tmpt wisata skla Provinsi. Usulan sy 1. Apabl parkir penuh = disediakan petugas parkir/security yg menunjukkan bwh parkir penuh silakan parkir disekitaran tmpt wsta. Antisipasi yg sbnry tdk penuh parkiran tp ditaruhlah tiang menutup pintu masuk. Kalau org awam ga tau krn ga ada petunjuk tulisan parkir penuh dsbg 2. Pos pungutan parkir diperbarui 3 gerbang depan diarea pungutan parkir bs dibangun utk menunjukkan lokawisita owabong. 4. Apabila parkir penuh bs diparkir skitaran dgn dikasih karcis tiket resmi yg bs jg dikenai pajak buat daerah. Bekerjasama dgn pemkab 5. Ukuran tarif mobil 15rb terlalu mahal dibandingkan kalau kita bs parkir didalam tidak sampai 10 rb.",Sosial dan Ekonomi
"Alamat : rt 7 rw 2 desa pengalusan kecamatan mrebet kabupaten purbalingga Selamat siang, bapak bupati, mohon bantuannya rumah orang tua saya kena longsor akibat hujan yang terus menerus jadi sebagian rumah rusak, namun karena yang terkena longsor hanya 1 rumah jadi sampai hari terkesan dibiarkan oleh pihak desa setempat padahal ke ertean maupun desa juga sudah mengetahui hal tersebut",Sosial dan Ekonomi
"mohon ijin mas bupati Purbalingga yth, saya mau nanya, saya warga desa kutawis rt 2 rw 1, beberapa hari yg lalu kan, jalur depan rumah saya d lakukan pengaspalan, tetapi kok tidak full, malah sisa aspal di pake buat ngaspal depan balai desa kutawis, sdngkan jln depan rumah saya itu belum full teraspal semua, mohon penjelasannya itu knpa mas bupati, kebetulan jln yg saya maksud itu jln puteran Utara puskesmas kutawis, mungkin utk lebih jelasnya mas bupati bisa mengecek ke lokasi langsung,. sebelumnya saya ucapkan terimakasih mas bupati",Infrastruktur
SMP N 1 KALIGONDANG menarik uang komite 300 ribu/semester dan infaq 96 ribu/ semester yang ditarik oleh kakak-kakak OSIS. Segera ditindaklanjuti.,Pendidikan
"Diskotik pilar yang berada di jalan walik, suara berisik sekali malam Kamis dan malam minggu , tolong dikecilkan volume nya, sangat sangat mengganggu, mohon dinas pariwisata dan lingkungan hidup bisa menanggapi keluhan kami selama ini",Ketertiban
"Pt indokores kerja 4 hari seminggu, padahal di perjanjian kerja 5 hari. Pt indokores ngasih gaji dibawah umk. Kalo kerja 21 hari sesuai umk, tapi kalo tidak sampe 21 hari dibawah umk. Saya kerja udah 10 tahun",Sosial dan Ekonomi
"Jalan infrastruktur rusak , sudah lama tidak ada perbaikan sama sekali.",Infrastruktur
"*Assalamualaikum wr wb* Mohon maaf mengganggu waktunya Bapak Bupati Purbalingga. Mohon ijin memperkenalkan diri saya Eka lusi ibu dari anak Fathina Rayya Latisha Deandra Rayya Juara 1 O2SN SD Tingkat Kabupaten Purbalingga 2025 cabang Olahraga Karate Putri. Tetapi sangat disayangkan anak saya tidak dapat lanjut ke jenjang Provinsi terkait administrasi yang diselenggarakan oleh Panitia Penyelenggara Tingkat Kabupaten. Saya sudah berusaha berkoordinasi dengan Dinas Pendidikan Purbalingga tetapi tetap tidak dapat membantu. Mungkin ini belum rezeki anak saya tetapi saya mohon kepada Bapak Bupati untuk mengevaluasi kembali kegiatan O2SN cabang olah raga karate dan bagaimanapun dengan kejadian ini pasti akan berdampak pada mental anak saya, ditambah lagi yang lanjut ke jenjang provinsi yaitu Juara II dan masih 1satu kelas dengan anak saya. Sekian dari saya dan mudah-mudahan kegiatan O2SN yang akan datang sukses dan memunculkan Atlet-atlet yang berbakat serta bisa mengharumkan nama Kabupaten Purbalingga. *Waalaikumsalam wr wb*",Pendidikan
"Kepada Yth. Bupati Purbalingga di Tempat Perihal: Evaluasi Undangan Media Dengan hormat, Kami menyampaikan keberatan terkait undangan kegiatan pemerintah yang hanya diberikan kepada wartawan anggota PWI. Padahal, terdapat banyak wartawan non-PWI yang juga aktif dan berperan dalam penyebaran informasi publik. Kami mohon agar ke depannya undangan media bersifat terbuka dan merata, tanpa membedakan organisasi, demi terciptanya sinergi dan keterbukaan informasi yang adil. Atas perhatian Bapak, kami ucapkan terima kasih. Hormat kami, Dedi Widiyanto wartaperwira.com 082314098108",Pelayanan Publik
"Assalamualaikum Wr Wb. Ijin Lapor Min. Sepanjang Jalan Panican - Tidu Bukateja Banyak Jalan Berlubang Mohon Dicek Dan Dilakukan Penambalan. Terima Kasih,",Infrastruktur
"Lapor Mas Bup, Kami ucapkan terimakasih atas tindakan peringatan dari satpol pp pada hari jumat 16 mei 2025 kemarin di depan RS GOETENG Akan tetapi mohon untuk ditindaklanjuti secara tegas pedagang kakilima liar yang mengganggu pejalan kaki dan kendaraan bermotor tersebut, dikarenakan hanya pindah beberapa meter saja dan akan lebih banyak lagi diwaktu siang dan sore hari Terimakasih atas perhatiannya",Ketertiban
"BUMDES GUYUB RUKUN DI DESA PANGEMPON , KEJOBONG, PURBALINGGA Di bidang peternakan ayam petelur Dari 2020-2024 Sudah mendapatkan permodalan sebesar kurang lebih 1,2milyar rupiah kas di dari awal sampai 2024 hanya -+ 287 juta rupiah Dari awal pembentukan bumdes tidak ada musdes terlebih dahulu Ketua BPD dan anggota BPD desa pangempon tidak mengetahuinya Dirut di tunjuk oleh kepala desa Sedangkan dirut bumdes adalah adik ipar dari kepala desa Tanah berdirinya kandang ayam di atas tanah milik pribadi Tidak ada rapat /musdes tahunan untuk pelaporan keuangan bumdes Maka warga masyarakat pangempon mencurigai Adanya dugaan kuat indikasi penylewengan di bumdes guyub rukun dan ketidak transparanan dalam pengelolaan",Sosial dan Ekonomi
Lampu kuning tanda depan kantor banyak aktivitas keluar masuk mati dan tertutup pohon. Mohon supaya lalu dihidupkan kebaikan dan pohon yang menghalangi harap ditangkap.,Infrastruktur
"mohon ditanyakan ke admin BAKEUDA ka, mohon ijin min syarat ubah nama yang benar di SPPT PBB-P2 gmn ya? nama yang di SPPT = IMAM ROSADI, lalu di sertipkat tanah yang betul namanya = IMRON ROSADI",Pelayanan Publik
"Kios buah di kelurahan Bojong tepatnya di pertigaan depan SMK FARMASI tolong ditertibkan ,mereka berjualan diatas trotoar,sudahlama berjualan disitu kenapa dari dinas sapol PP tidak ada tindakan,.... Adapakah .....???????",Ketertiban
"Assalamualaikum selamat malam Mas Bupati Fahmi yang kami hormati. Perkenalkan saya Alif domisili kalimanah. Mohon ijin menyampaikan apakah Purbalingga bisa mengadakan vaksin antirabies untuk hewan hewan liar/peliharaan. Karena sudah ada beberapa kasus orang terkena gigitan hewan kucing/anjing. Terimakasih sebelumnya, wassalamu'alaikum Tubidy Free MP3 Download Site: tubidyMP3Juice Free MP3 Download Site: mp3 juice",Pelayanan Publik
"permasalahan bumdes di desa pangempon yang diduga kuat indikasi penylewengan , Bumdes bergerak di ayam petelur dana yang masuk dari DD 2020-2024 1,2MILYAR rupiah Dari awal pembentukan bumdes tanpa melipatkan lembaga desa seperti RT BPD Tanpa ada musdes Dan dirut bumdes di tunjuk kepala desa, sedangkam dia adalah adik ipar kepala desa . Dan selama ini untuk pelaporan keuangan tidak detail",Sosial dan Ekonomi
Assalamualaikum. Terjadi pemadaman listrik di selabaya pada jam 10.20. mohon segera di perbaiki Terimakasih.,Infrastruktur
Tebing di perumahan Griya Safira RT 5 RW 3 Wirasana Kecamatan Purbalingga sudah lama longsor. Mohon untuk diperbaiki. Terima kasih,Infrastruktur
"Ruas jalan kabupaten rusak, terdapat lubang besar parah... barusan terjadi kecelakaan",Infrastruktur
"Mengganggu ketertiban dan kenyamanan bersama.. Banyaknya pedagang baru yg muncul diddepan RSUD Goeteng terutama didepan igd atau jalan keluar darurat. Menurut kami warga khususnya paguyuban yg sudah sejak lama berjualan didepan RSUD sebrang jalan Utara adanya pedagang baru sangat merugikan bagi kami karena dulunya kita juga sudah menaati kesepakatan dengan pemerintah dan pihak RSUD untuk tidak jualan didepan rsud persisselatan tapi sekarang malah banyak yg muncul,pemerintah atau pihak RSUD harusnya bersikap tegas agar tidak rerjadi perselisihan dikami masyarakat bawah. Kami mohon pemerintah untuk bergerak secepatnya agar tidak terlalu lama nantinya akan semakin sulit dibubarkan.",Ketertiban
"Selamat siang pak bupati, ijin menyampaikan keluhan sulitnya mendapatkan layanan cuci darah untuk BPJS. saudara saya sudah keliling rumah sakit kesana kemari tapi semua katanya penuh. Bukan hanya cari dipurbalingga, tapi sudah cari sampai ke purwokerto, banyumas, banjarnegara. Semua penuh. Mohon solusi pak bupati. Kami bingung tau kemana lagi harus mencari. Sementara kondisi semakin memburuk. Terima kasih.",Pelayanan Publik
"Assalamualaikum selamat malam Mas Bupati Fahmi yang kami hormati. Perkenalkan saya fika domisili kalimanah. Mohon ijin menyampaikan apakah Purbalingga bisa mengadakan vaksin antirabies untuk hewan hewan liar/peliharaan. Karena sudah ada beberapa kasus orang terkena gigitan hewan kucing/anjing. Terimakasih sebelumnya, wassalamu'alaikum",Pelayanan Publik
"Slogan Kepenak Ngodene apakah berlaku juga untuk para THL di Bidang DPUPR .Khususnya tenaga lapangan,selama awal covid sampai sekarang gaji kami tidak pernah naik,kami dituntut untuk bekerja semaksimal mungkin tetapi gaji kami tidak pernah diusahakan untuk naik malahan kesalahan kami yang terus dicari . Lantas bagaimana kelanjutan slogan KEPENAK NGODENE . Apakah hanya untuk para karyawan PT atau untuk para PNS . Kami sebagai karyawan THL pemerintahan juga ingin disejahterakan diperhatikan . Kami juga ikut andil dalam pelaksanaan program pemerintah Alus Dalane Kepenak Ngodene .",Sosial dan Ekonomi
Assalamualaikum Mas Bup dan dinas terkait. Mau melaporkan mengenai jalan bergelombang d perempatan karangsentul ke arah padamara. Jalannya bergelombang sekali. Saya yang setiap hari lewat jadi merasa kurang nyaman. Mohon untuk tindak lanjutnya. Terimakasih,Infrastruktur
"mohon ijin min syarat ubah nama yang benar di SPPT PBB-P2 gmn ya? nama yang di SPPT = IMAM ROSADI, lalu di sertipkat tanah yang betul namanya = IMRON ROSADI",Pelayanan Publik
"mohon kak untuk di kasih penerangan jalan rute toyareka -jetis kak, jalan nya klo malam saya pulang kerja jam 22an itu gelap banget ka apalagi kalau hujan ka🙏🏻",Infrastruktur
"Assalamualaikum warahmatullahi wabarokatuh mas Bupati Purbalingga saya mau lapor tentang masalah saya MasBup saya usul PBI sudah lama tidak jadi2 MasBup 🥹🥹, saya mohon MasBup bisa menyelesaikan masalah sya MasBup 🙏🏾🙏🏾",Pelayanan Publik
Lapor Mas Bup Mohon untuk ditertibkan PKL liar yang berada di depan RSUD GOETENG Dikarenakan mengganggu lalulintas pejalan kaki dan kendaraan bermotor,Ketertiban
"Lampu PJU Mati,, ada 6 Lampu PJU Yang Mati Mohon Untuk di Perbaiki. Dikarenakan Sudah Bertahun Tahun Mati tidak Kunjung di perbaiki. Dari Perepatan Brak ke Arah Ngulon.Terimakasih.",Infrastruktur
"Mengingat Trans Jateng sudah beroperasi di Purbalingga dengan rute Purbalingga - Bukateja, saya mengusulkan penambahan rute Purbalingga - Bobotsari. Jika penambahan rute ini terkendala di tingkat Pemerintah Provinsi Jawa Tengah, saya menyarankan Pemerintah Kabupaten Purbalingga untuk mempertimbangkan penyediaan angkutan pengumpan atau bekerja sama dengan angkutan kota yang sudah ada, dengan menerapkan sistem integrasi seperti Jak Lingko di Jakarta.",Pelayanan Publik
"Yth. Bapak Gubernur Jateng mohon untuk memperbaiki jalan berlubang di Desa Bedagas Kecamatan Pengadegan Kabupaten Purbalingga, Sebelah Pabrik Kayu Lapis Bocah Gunung atau 500m sebelum SMP Negeri 2 Pengadegan. Jalan berlubang tepat ditengah jalan dan turunan serta tikungan sangat membahayakan pengguna jalan. agar tidak terjadi kecelakaan mohon segera untuk diperbaiki, terimakasih",Infrastruktur
"Selamat siang bapak Kepala Sekolah SD N 2 Purbalingga Lor. Mohon konfirmasinya kenapa ada iuran buat perpisahan kelas 6 sebesar 400.000 dan harus terkumpul dalam waktu 2 minggu. Dan uang 400.000 itu buat apa saja ? Masa untuk perpisahan saja bisa sampai sebesar itu nominalnya. Bagi saya uang sebesae itu sangat banyak, apalagi dadakan. Ini sangat memheratkan",Sosial dan Ekonomi
"Laporan yang dahulu terkait Sungai di bawah jalan soekarno Hatta, efek jangka panjangnya petani kesulitan air untuk sawahnya, oleh karena itu pembersihan sungai yang menjadi masalah ditindak lanjut oleh Para petani",Infrastruktur
"Mohon maaf bapak, penerangan lampu jalan provinsi dari depan SMAN 1 Karangreja kecamatan Karangreja sampai perbatasan kabupaten Pemalang mati sudah lama, sudah beberapa bulan. Jalan tersebut menurut saya lumayan riskan jika gelap karena sering terjadi kecelakaan di jalan raya provinsi sekitar dusun siaren. Laporan seperti ini harusnya dilaporkan ke mana ya? Dishub kah? Mohon maaf karena saya gak tau harus lapor tepatnya kemana, izin saya mau minta tolong ke bapak lewat aduan ini, agar supaya lampu penerangan jalan provinsi lebih diperhatikan lagi terutama daerah perbatasan kabupaten purbalingga-pemalang yang sangat gelap kalau malam hari karena daerah pegunungan banyak kabutnya.",Infrastruktur
"Selamat siang bapak kepala Dinperindag Purbalingga, mohon dengan sangat penertiban para pedagang yang ada di trotoar PFC, jangan hanya mengandalkan Pengurus paguyuban saja. Kalau pengurus sudah tidak mampu bertindak, saatnya dinas mengambil alih. Karena biar bagaimanapun juga PFC masih di bawah naungan Dinas, jadi bagus tidak nya PFC juga menyangkut nama baik Dinas. Bawahan tidak bisa bekerja saatnya pimpinan bekerja. Karena selama ini dari dinas selalu melempar tanggung jawab ke paguyuban dan pedagang di PFC. Padahal dari dinas sendiri sudah tau bahwa masalah itu sendiri ada di para pedagang sendiri, kalau seperti ini terus bagaimana masalah ini bisa terselesaikan ? Tindak tegas para pedagang di trotoar, tindak tegas para pemilik kendaraan yang parkir di dalam, berikan kenyamaanan dalam parkir contoh di kasih tulisan tentang perda tarif parkir yang jelas. Kasihan pak yang jualan ada di belakang semua jalan di tertutup oleh parkir motor, pedagang di trotoar. penjualan kurang, sementara tarif retribusi jalan terus",Ketertiban
"izin melapor terkait pemohonan pemasangan traffic light lampu merah kuning hijau atau lampu lalu lintas tepatnya di pertigaan pasar karangreja dan simpang 3 polsek karangreja, desa karangreja, kec. karangreja, kab. purbalingga. mohon segera dipasang traffic light mengingat jalan tersebut sangat ramai pengguna jalan dan sering terjadi laka lalu lintas karena kurang tertibnya para pengguna jalan, terlebih jalan tersebut banyak lalu lalang pejalan kaki dan kendaraan jadi untuk ketertiban dan keselamatan serta kenyamanan bersama mohon segera dipasang dan segera ditangani secepatnya terima kasih",Infrastruktur
"Ada kabel JPU yang menjulur kebawah, mohon diperbaiki. Lokasi perumahan griya abdi kencana, jalan sekar bougenville no 7, Purbalingga Wetan",Infrastruktur
"Selamat sore Bapak Kepala Dinperindag Purbalingga, mohon segera di tertibkan pedagang2 yang ada di area trotoar PFC, segera di kembalikan mereka ke asalnya. Kasihan pedagang yang berjualan di dalam PFC. Mereka sidah taat peraturan tetap berjualan di dalam, dan membayar retribusi. Sekarang tinggal tugas pemerintah menertibkan agar PFC kembali tertib.",Ketertiban
"Selamat sore Pak Bupati, Mohon PFC di tertibkan lagi, saat ini kondisinya sama sekali tidak terawat dan tidak terurus dengan baik. Mohon di cek lagi kinerja Kepala Dinas nya. Terima kasih",Ketertiban
Jalan rusak sudah lama belum diperbaiki,Infrastruktur
Untuk laporannya saya tentang bus sekolah apakah untuk tahun ini bisa dijalankan,Pelayanan Publik
"pondasi sungai yg terkikis air sungai hingga trotoar ikut amblas. lokasi: jalan lingkar air mancur pasar menuju ke pintu belakang pasar segamas. besar harapan ditindaklanjuti dah diperbaiki sebagai mana mestinya. terimakasih atas perhatiannya, Wassalamu'alaikum Wr. Wb.",Infrastruktur
"Sdh lebih dari 3thn, suami sy Budi Karto Susilo di ajukan desa sbg penerima bantuan rmh tapi smp skrg blm ada realisasinya sdgkan kami saat ini msh ikut anak yg kebetulan rmhnya terletak didpn tanah milik kami yg msh lahan kosong. Mohon Bpk Bupati berkenan mempertimbangkannya agar kami bisa punya rmh sendiri Krn suami sy hanya butuh harian saja di tk Atas kebijaksanaannya sy mengucapkan terima kasih",Sosial dan Ekonomi
"Assalamualaikum.. Mohon maaf sebelumnya bila tindakan saya ini salah...saya ingin mengadukan pelayanan puskesmas kec mrebet...saya sebagai masyarakat desa merasa sangat kecewa atas kinerja puskesmas kec,mrebet cab,mangunegara,hari ini aja PKL 10 sudah tutup TDK menerima pasien lagi, Pengalaman saya pribadi sudah tiga kali di kecewakan...,mohon utk di tindak lanjuti pengaduan saya,biar masyarakat puas..",Pelayanan Publik
"sesuai dengan ketentuan KepmenPANRB Nomor 16 Tahun 2025 tentang PPPK Paruh Waktu.yg berhak mengajukan kebutuhan atau formasi p3k paruh waktu adalah ppk / mas bupati , apakah saat ini ppk / kuasa ppk bksdm sebagai jembatan kepegawain ke kemanpan rb , sudah mengajukan formasi yg di butuhkan atau belum ? Karna kebijakan pusat menunggu pengajuan/permohonan jumlah formasi yg dibutuh di pemerintah daerah terzebut ,terimakan dan mhon maaf sebelumnya .",Pelayanan Publik
"Air PDAM di tempat saya sering mati, mas bupati tolong di kondisikan dinas setempat untuk segera di perbaiki, desa serang kab.karangreja",Infrastruktur
"Maaf saya mau tanya tentang pajeg motor yang, saya masih punya tanggungan pajak 3 tahun, apa nanti mulai tanggal 8 april, tetap membayar pajak 3 tahun atau bagaimana?",Sosial dan Ekonomi
"Lapor Mas Bupati, air di desa karangbanjar khususnya Rt 10 Rw 04 Dusun 02 kurang lancar, paling hanya di pipa utama, airnya tidak sampai naik ke kamar mandi, jadi saya harus mengangsu tiap kali air di kamar mandi habis. Daerah sini menggunakan Pamsimas, sudah lapor ke petugas Pamsimas di desa tapi malah suruh diperbaiki sendiri tanpa dicek terlebih dahulu apakah ada masalah di pipanya atau yang lain. Mungkin karena hanya bayar iuran Rp. 15.000 per bulan jadi masyarakat kecil seperti kami sering disepelekan oleh petugas Pamsimas.",Pelayanan Publik
